2.520362e-01	9.423239e-01	0.000000e+00
2.592033e-01	9.559946e-01	0.000000e+00
2.529676e-01	9.453204e-01	0.000000e+00
2.576752e-01	9.392262e-01	0.000000e+00
2.593487e-01	9.410473e-01	0.000000e+00
2.593487e-01	9.410473e-01	0.000000e+00
2.576752e-01	9.392262e-01	0.000000e+00
2.529676e-01	9.453204e-01	0.000000e+00
2.501733e-01	9.370822e-01	0.000000e+00
2.501733e-01	9.370822e-01	0.000000e+00
2.452187e-01	9.694169e-01	0.000000e+00
2.452187e-01	9.694169e-01	0.000000e+00
2.393236e-01	9.943396e-01	0.000000e+00
2.380384e-01	9.983823e-01	0.000000e+00
2.380384e-01	9.983823e-01	0.000000e+00
2.326135e-01	1.036117e+00	0.000000e+00
2.313600e-01	1.049793e+00	0.000000e+00
2.313600e-01	1.049793e+00	0.000000e+00
2.249630e-01	1.084050e+00	0.000000e+00
2.249630e-01	1.084050e+00	0.000000e+00
2.239468e-01	1.124588e+00	0.000000e+00
2.169948e-01	1.134291e+00	0.000000e+00
2.155205e-01	1.145376e+00	0.000000e+00
2.071193e-01	1.185854e+00	0.000000e+00
2.071193e-01	1.185854e+00	0.000000e+00
2.048681e-01	1.249857e+00	0.000000e+00
1.994213e-01	1.286023e+00	0.000000e+00
1.904324e-01	1.304856e+00	0.000000e+00
1.807056e-01	1.320923e+00	0.000000e+00
1.807056e-01	1.320923e+00	0.000000e+00
1.494899e-01	1.440980e+00	0.000000e+00
1.494899e-01	1.440980e+00	0.000000e+00
8.823001e-02	1.370096e+00	0.000000e+00
8.823001e-02	1.370096e+00	0.000000e+00
8.811200e-02	1.538252e+00	0.000000e+00
5.416981e-02	1.620952e+00	0.000000e+00
5.416981e-02	1.620952e+00	0.000000e+00
4.264867e-02	1.848868e+00	0.000000e+00
3.056939e-02	1.953532e+00	0.000000e+00
0.000000e+00	2.226968e+00	0.000000e+00
