8.511878e-01	1.482325e+00	0.000000e+00
8.511878e-01	1.482325e+00	0.000000e+00
8.419958e-01	1.522159e+00	0.000000e+00
8.396978e-01	1.542768e+00	0.000000e+00
8.373998e-01	1.567422e+00	0.000000e+00
8.373998e-01	1.567422e+00	0.000000e+00
8.373998e-01	1.567422e+00	0.000000e+00
8.373998e-01	1.567422e+00	0.000000e+00
8.373998e-01	1.567422e+00	0.000000e+00
8.373998e-01	1.567422e+00	0.000000e+00
8.373998e-01	1.567422e+00	0.000000e+00
8.236118e-01	1.790522e+00	0.000000e+00
8.236118e-01	1.790522e+00	0.000000e+00
6.364926e-01	1.853543e+00	0.000000e+00
6.364926e-01	1.853543e+00	0.000000e+00
6.341946e-01	1.877449e+00	0.000000e+00
6.341946e-01	1.877449e+00	0.000000e+00
6.295986e-01	1.933363e+00	0.000000e+00
6.295986e-01	1.933363e+00	0.000000e+00
6.295986e-01	1.933363e+00	0.000000e+00
4.633186e-01	2.088884e+00	0.000000e+00
4.633186e-01	2.088884e+00	0.000000e+00
4.633186e-01	2.088884e+00	0.000000e+00
4.425580e-01	2.109890e+00	0.000000e+00
4.425580e-01	2.109890e+00	0.000000e+00
4.309893e-01	2.205018e+00	0.000000e+00
4.196206e-01	2.321828e+00	0.000000e+00
4.126053e-01	2.420277e+00	0.000000e+00
2.575706e-01	2.496790e+00	0.000000e+00
2.575706e-01	2.496790e+00	0.000000e+00
2.575706e-01	2.496790e+00	0.000000e+00
2.575706e-01	2.496790e+00	0.000000e+00
2.388318e-01	2.570617e+00	0.000000e+00
2.110298e-01	2.749599e+00	0.000000e+00
2.001391e-01	2.850742e+00	0.000000e+00
1.017410e-01	3.050331e+00	0.000000e+00
1.017410e-01	3.050331e+00	0.000000e+00
7.400774e-02	3.084687e+00	0.000000e+00
4.470690e-02	3.193475e+00	0.000000e+00
0.000000e+00	3.612222e+00	0.000000e+00
